"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Weggis LU","Nein zur Umweltverantwortungsinitiative in Weggis: Mit 1'110 Nein- zu 318 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 77,7 Prozent. Weggis hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Weggis (LU)","L'initiative sur la responsabilité environnementale échoue à Weggis avec 77,7 pour cent des suffrages. Weggis a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Weggis (LU)","Gli elettori di Weggis si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 77,7 per cento di voti contrari. Weggis ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Beromünster LU","83,9 Prozent der Stimmbürgerinnen und Stimmbürger von Beromünster sagen Nein zur Umweltverantwortungsinitiative. Beromünster hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Beromünster (LU)","Les habitants de Beromünster s'opposent à l'initiative sur la responsabilité environnementale avec 83,9 pour cent de non. Beromünster a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Beromünster (LU)","Gli abitanti di Beromünster hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,9 per cento di ""no"". Beromünster ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Büron LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Büron: Mit 517 Nein-Stimmen zu 101 Ja-Stimmen oder 83,7 Prozent hat die Gemeinde das Volksbegehren verworfen. Büron hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Büron (LU)","C'est non à 83,7 pour cent à l'initiative sur la responsabilité environnementale à Büron. Büron a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Büron (LU)","Il 83,7 per cento degli elettori di Büron ha respinto l'iniziativa per la resposanbilità ambientale. Büron ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Buttisholz LU","In Buttisholz hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 83,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Buttisholz hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Buttisholz (LU)","Les habitants de Buttisholz rejettent l'initiative sur la responsabilité environnementale à 83,8 pour cent. Buttisholz a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Buttisholz (LU)","I cittadini di Buttisholz hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,8 per cento di voti contrari. Buttisholz ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Eich LU","In Eich hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 86,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Eich hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Eich (LU)","Les habitants d'Eich rejettent l'initiative sur la responsabilité environnementale à 86,5 pour cent. Eich a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Eich (LU)","I cittadini di Eich hanno respinto l'iniziativa per la resposanbilità ambientale con il 86,5 per cento di voti contrari. Eich ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Geuensee LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Geuensee: Mit 550 Nein-Stimmen zu 166 Ja-Stimmen oder 76,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Geuensee hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Geuensee (LU)","C'est non à 76,8 pour cent à l'initiative sur la responsabilité environnementale à Geuensee. Geuensee a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Geuensee (LU)","Il 76,8 per cento degli elettori di Geuensee ha respinto l'iniziativa per la resposanbilità ambientale. Geuensee ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Grosswangen LU","Nein zur Umweltverantwortungsinitiative in Grosswangen: Mit 917 Nein- zu 114 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 88,9 Prozent. Grosswangen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Grosswangen (LU)","L'initiative sur la responsabilité environnementale échoue à Grosswangen avec 88,9 pour cent des suffrages. Grosswangen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Grosswangen (LU)","Gli elettori di Grosswangen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 88,9 per cento di voti contrari. Grosswangen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hildisrieden LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Hildisrieden: Mit 764 Nein-Stimmen zu 141 Ja-Stimmen oder 84,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Hildisrieden hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hildisrieden (LU)","C'est non à 84,4 pour cent à l'initiative sur la responsabilité environnementale à Hildisrieden. Hildisrieden a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Hildisrieden (LU)","Il 84,4 per cento degli elettori di Hildisrieden ha respinto l'iniziativa per la resposanbilità ambientale. Hildisrieden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Knutwil LU","Knutwil hat die Umweltverantwortungsinitiative mit 80,7 Prozent abgelehnt. Knutwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Knutwil (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Knutwil avec 80,7 pour cent de non. Knutwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Knutwil (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Knutwil, dove ha riscosso il 80,7 per cento di ""no"". Knutwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Mauensee LU","In Mauensee hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 74,5 Prozent verworfen. Mauensee hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Mauensee (LU)","À Mauensee, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 74,5 pour cent des voix. Mauensee a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Mauensee (LU)","A Mauensee gli abitanti si sono opposti al potenziamento delle strade nazionali con il 74,5 per cento di voti a sfavore. Mauensee ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Neuenkirch LU","81,2 Prozent der Stimmbürgerinnen und Stimmbürger von Neuenkirch sagen Nein zur Umweltverantwortungsinitiative. Neuenkirch hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Neuenkirch (LU)","Les habitants de Neuenkirch s'opposent à l'initiative sur la responsabilité environnementale avec 81,2 pour cent de non. Neuenkirch a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Neuenkirch (LU)","Gli abitanti di Neuenkirch hanno respinto l'iniziativa per la resposanbilità ambientale con il 81,2 per cento di ""no"". Neuenkirch ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Nottwil LU","Nein zur Umweltverantwortungsinitiative in Nottwil: Mit 963 Nein- zu 255 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 79,1 Prozent. Nottwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Nottwil (LU)","L'initiative sur la responsabilité environnementale échoue à Nottwil avec 79,1 pour cent des suffrages. Nottwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Nottwil (LU)","Gli elettori di Nottwil si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 79,1 per cento di voti contrari. Nottwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Oberkirch LU","Oberkirch hat die Umweltverantwortungsinitiative mit 75,8 Prozent abgelehnt. Oberkirch hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Oberkirch (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Oberkirch avec 75,8 pour cent de non. Oberkirch a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Oberkirch (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Oberkirch, dove ha riscosso il 75,8 per cento di ""no"". Oberkirch ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Rickenbach LU","Nein zur Umweltverantwortungsinitiative in Rickenbach LU: Mit 858 Nein- zu 126 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 87,2 Prozent. Rickenbach LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Rickenbach (LU)","L'initiative sur la responsabilité environnementale échoue à Rickenbach (LU) avec 87,2 pour cent des suffrages. Rickenbach (LU) a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Rickenbach (LU)","Gli elettori di Rickenbach LU si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 87,2 per cento di voti contrari. Rickenbach LU ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ruswil LU","Ruswil hat die Umweltverantwortungsinitiative mit 82,9 Prozent abgelehnt. Ruswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Ruswil (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Ruswil avec 82,9 pour cent de non. Ruswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Ruswil (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Ruswil, dove ha riscosso il 82,9 per cento di ""no"". Ruswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schenkon LU","Schenkon hat die Umweltverantwortungsinitiative mit 83,1 Prozent abgelehnt. Schenkon hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schenkon (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Schenkon avec 83,1 pour cent de non. Schenkon a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Schenkon (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Schenkon, dove ha riscosso il 83,1 per cento di ""no"". Schenkon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schlierbach LU","In Schlierbach hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 87,3 Prozent verworfen. Schlierbach hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schlierbach (LU)","À Schlierbach, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 87,3 pour cent des voix. Schlierbach a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Schlierbach (LU)","A Schlierbach gli abitanti si sono opposti al potenziamento delle strade nazionali con il 87,3 per cento di voti a sfavore. Schlierbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Sempach LU","78 Prozent der Stimmbürgerinnen und Stimmbürger von Sempach sagen Nein zur Umweltverantwortungsinitiative. Sempach hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Sempach (LU)","Les habitants de Sempach s'opposent à l'initiative sur la responsabilité environnementale avec 78 pour cent de non. Sempach a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Sempach (LU)","Gli abitanti di Sempach hanno respinto l'iniziativa per la resposanbilità ambientale con il 78 per cento di ""no"". Sempach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Sursee LU","68,5 Prozent der Stimmbürgerinnen und Stimmbürger von Sursee sagen Nein zur Umweltverantwortungsinitiative. Sursee hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Sursee (LU)","Les habitants de Sursee s'opposent à l'initiative sur la responsabilité environnementale avec 68,5 pour cent de non. Sursee a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Sursee (LU)","Gli abitanti di Sursee hanno respinto l'iniziativa per la resposanbilità ambientale con il 68,5 per cento di ""no"". Sursee ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Triengen LU","Nein zur Umweltverantwortungsinitiative in Triengen: Mit 953 Nein- zu 177 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 84,3 Prozent. Triengen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Triengen (LU)","L'initiative sur la responsabilité environnementale échoue à Triengen avec 84,3 pour cent des suffrages. Triengen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Triengen (LU)","Gli elettori di Triengen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 84,3 per cento di voti contrari. Triengen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wolhusen LU","Wolhusen hat die Umweltverantwortungsinitiative mit 84,1 Prozent abgelehnt. Wolhusen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Wolhusen (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Wolhusen avec 84,1 pour cent de non. Wolhusen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Wolhusen (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Wolhusen, dove ha riscosso il 84,1 per cento di ""no"". Wolhusen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Alberswil LU","In Alberswil hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 88,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Alberswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Alberswil (LU)","Les habitants d'Alberswil rejettent l'initiative sur la responsabilité environnementale à 88,8 pour cent. Alberswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Alberswil (LU)","I cittadini di Alberswil hanno respinto l'iniziativa per la resposanbilità ambientale con il 88,8 per cento di voti contrari. Alberswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Altbüron LU","90,8 Prozent der Stimmbürgerinnen und Stimmbürger von Altbüron sagen Nein zur Umweltverantwortungsinitiative. Altbüron hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Altbüron (LU)","Les habitants d'Altbüron s'opposent à l'initiative sur la responsabilité environnementale avec 90,8 pour cent de non. Altbüron a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Altbüron (LU)","Gli abitanti di Altbüron hanno respinto l'iniziativa per la resposanbilità ambientale con il 90,8 per cento di ""no"". Altbüron ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Altishofen LU","Altishofen hat die Umweltverantwortungsinitiative mit 88,4 Prozent abgelehnt. Altishofen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Altishofen (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Altishofen avec 88,4 pour cent de non. Altishofen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Altishofen (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Altishofen, dove ha riscosso il 88,4 per cento di ""no"". Altishofen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Dagmersellen LU","Nein zur Umweltverantwortungsinitiative in Dagmersellen: Mit 1'333 Nein- zu 222 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 85,7 Prozent. Dagmersellen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Dagmersellen (LU)","L'initiative sur la responsabilité environnementale échoue à Dagmersellen avec 85,7 pour cent des suffrages. Dagmersellen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Dagmersellen (LU)","Gli elettori di Dagmersellen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 85,7 per cento di voti contrari. Dagmersellen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Egolzwil LU","82,5 Prozent der Stimmbürgerinnen und Stimmbürger von Egolzwil sagen Nein zur Umweltverantwortungsinitiative. Egolzwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Egolzwil (LU)","Les habitants d'Egolzwil s'opposent à l'initiative sur la responsabilité environnementale avec 82,5 pour cent de non. Egolzwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Egolzwil (LU)","Gli abitanti di Egolzwil hanno respinto l'iniziativa per la resposanbilità ambientale con il 82,5 per cento di ""no"". Egolzwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ettiswil LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Ettiswil: Mit 737 Nein-Stimmen zu 88 Ja-Stimmen oder 89,3 Prozent hat die Gemeinde das Volksbegehren verworfen. Ettiswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Ettiswil (LU)","C'est non à 89,3 pour cent à l'initiative sur la responsabilité environnementale à Ettiswil. Ettiswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Ettiswil (LU)","Il 89,3 per cento degli elettori di Ettiswil ha respinto l'iniziativa per la resposanbilità ambientale. Ettiswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Fischbach LU","Fischbach hat die Umweltverantwortungsinitiative mit 89,7 Prozent abgelehnt. Fischbach hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Fischbach (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Fischbach avec 89,7 pour cent de non. Fischbach a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Fischbach (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Fischbach, dove ha riscosso il 89,7 per cento di ""no"". Fischbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Grossdietwil LU","83,3 Prozent der Stimmbürgerinnen und Stimmbürger von Grossdietwil sagen Nein zur Umweltverantwortungsinitiative. Grossdietwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Grossdietwil (LU)","Les habitants de Grossdietwil s'opposent à l'initiative sur la responsabilité environnementale avec 83,3 pour cent de non. Grossdietwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Grossdietwil (LU)","Gli abitanti di Grossdietwil hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,3 per cento di ""no"". Grossdietwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hergiswil bei Willisau LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Hergiswil bei Willisau: Mit 610 Nein-Stimmen zu 35 Ja-Stimmen oder 94,6 Prozent hat die Gemeinde das Volksbegehren verworfen. Hergiswil bei Willisau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Hergiswil bei Willisau (LU)","C'est non à 94,6 pour cent à l'initiative sur la responsabilité environnementale à Hergiswil bei Willisau. Hergiswil bei Willisau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Hergiswil bei Willisau (LU)","Il 94,6 per cento degli elettori di Hergiswil bei Willisau ha respinto l'iniziativa per la resposanbilità ambientale. Hergiswil bei Willisau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Luthern LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Luthern: Mit 383 Nein-Stimmen zu 21 Ja-Stimmen oder 94,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Luthern hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Luzern.","Luthern (LU)","C'est non à 94,8 pour cent à l'initiative sur la responsabilité environnementale à Luthern. Le plus fort pourcentage de non du canton de Lucerne a été obtenu à Luthern.","Luthern (LU)","Il 94,8 per cento degli elettori di Luthern ha respinto l'iniziativa per la resposanbilità ambientale. Il maggior numero di ""no"" nel canton Lucerna è stato ottenuto a Luthern."
"Menznau LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Menznau: Mit 851 Nein-Stimmen zu 106 Ja-Stimmen oder 88,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Menznau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Menznau (LU)","C'est non à 88,9 pour cent à l'initiative sur la responsabilité environnementale à Menznau. Menznau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Menznau (LU)","Il 88,9 per cento degli elettori di Menznau ha respinto l'iniziativa per la resposanbilità ambientale. Menznau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Nebikon LU","In Nebikon hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 88,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Nebikon hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Nebikon (LU)","Les habitants de Nebikon rejettent l'initiative sur la responsabilité environnementale à 88,3 pour cent. Nebikon a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Nebikon (LU)","I cittadini di Nebikon hanno respinto l'iniziativa per la resposanbilità ambientale con il 88,3 per cento di voti contrari. Nebikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Pfaffnau LU","In Pfaffnau hat die Umweltverantwortungsinitiative keine Mehrheit gefunden. Auf 84,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Pfaffnau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Pfaffnau (LU)","Les habitants de Pfaffnau rejettent l'initiative sur la responsabilité environnementale à 84,8 pour cent. Pfaffnau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Pfaffnau (LU)","I cittadini di Pfaffnau hanno respinto l'iniziativa per la resposanbilità ambientale con il 84,8 per cento di voti contrari. Pfaffnau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Reiden LU","Nein zur Umweltverantwortungsinitiative in Reiden: Die Gemeinde hat die Vorlage mit 83,6 Prozent abgelehnt. Reiden hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Reiden (LU)","À Reiden, les habitants disent non à 83,6 pour cent à l'initiative sur la responsabilité environnementale. Reiden a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Reiden (LU)","Nel comune di Reiden, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 83,6 per cento di voti contrari. Reiden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Roggliswil LU","Nein zur Umweltverantwortungsinitiative in Roggliswil: Die Gemeinde hat die Vorlage mit 86 Prozent abgelehnt. Roggliswil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Roggliswil (LU)","À Roggliswil, les habitants disent non à 86 pour cent à l'initiative sur la responsabilité environnementale. Roggliswil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Roggliswil (LU)","Nel comune di Roggliswil, i cittadini hanno respinto l'iniziativa per la resposanbilità ambientale con il 86 per cento di voti contrari. Roggliswil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schötz LU","In Schötz hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 81,9 Prozent verworfen. Schötz hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Schötz (LU)","À Schötz, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 81,9 pour cent des voix. Schötz a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Schötz (LU)","A Schötz gli abitanti si sono opposti al potenziamento delle strade nazionali con il 81,9 per cento di voti a sfavore. Schötz ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ufhusen LU","In Ufhusen hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 91,2 Prozent verworfen. Ufhusen hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Ufhusen (LU)","À Ufhusen, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 91,2 pour cent des voix. Ufhusen a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Ufhusen (LU)","A Ufhusen gli abitanti si sono opposti al potenziamento delle strade nazionali con il 91,2 per cento di voti a sfavore. Ufhusen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wauwil LU","Nein zur Umweltverantwortungsinitiative in Wauwil: Mit 579 Nein- zu 138 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 80,8 Prozent. Wauwil hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Wauwil (LU)","L'initiative sur la responsabilité environnementale échoue à Wauwil avec 80,8 pour cent des suffrages. Wauwil a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Wauwil (LU)","Gli elettori di Wauwil si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 80,8 per cento di voti contrari. Wauwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wikon LU","Nein zur Umweltverantwortungsinitiative in Wikon: Mit 342 Nein- zu 97 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 77,9 Prozent. Wikon hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Wikon (LU)","L'initiative sur la responsabilité environnementale échoue à Wikon avec 77,9 pour cent des suffrages. Wikon a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Wikon (LU)","Gli elettori di Wikon si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 77,9 per cento di voti contrari. Wikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Zell LU","Zell LU hat die Umweltverantwortungsinitiative mit 88,9 Prozent abgelehnt. Zell LU hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Zell (LU)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Zell (LU) avec 88,9 pour cent de non. Zell (LU) a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Zell (LU) (LU)","L'iniziativa per la resposanbilità ambientale è stata respinta a Zell LU, dove ha riscosso il 88,9 per cento di ""no"". Zell LU ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Willisau LU","Keine Mehrheit für die Umweltverantwortungsinitiative in Willisau: Mit 2'329 Nein-Stimmen zu 498 Ja-Stimmen oder 82,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Willisau hat damit gleich wie der Kanton Luzern Nein gesagt zu dieser Vorlage.","Willisau (LU)","C'est non à 82,4 pour cent à l'initiative sur la responsabilité environnementale à Willisau. Willisau a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Willisau (LU)","Il 82,4 per cento degli elettori di Willisau ha respinto l'iniziativa per la resposanbilità ambientale. Willisau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Altdorf UR","Nein zur Umweltverantwortungsinitiative in Altdorf UR: Mit 1'649 Nein- zu 716 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 69,7 Prozent.","Altdorf (UR)","L'initiative sur la responsabilité environnementale échoue à Altdorf (UR) avec 69,7 pour cent des suffrages.","Altdorf (UR)","Gli elettori di Altdorf UR si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stata respinta con il 69,7 per cento di voti contrari."
"Andermatt UR","In Andermatt hat die Stimmbevölkerung die Umweltverantwortungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 86,5 Prozent verworfen. Andermatt hat damit gleich wie der Kanton Uri Nein gesagt zu dieser Vorlage.","Andermatt (UR)","À Andermatt, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 86,5 pour cent des voix. Andermatt a rejeté le texte des Jeunes Vert-e-s, tout comme son canton.","Andermatt (UR)","A Andermatt gli abitanti si sono opposti al potenziamento delle strade nazionali con il 86,5 per cento di voti a sfavore. Andermatt ha respinto il testo, risultato che si è confermato anche a livello cantonale."
